,genres
16808,"['Action', 'Thriller', 'Science Fiction']"
16809,"['Documentary', 'Foreign']"
16810,"['Crime', 'Drama', 'Mystery', 'Thriller']"
16811,"['Drama', 'Family']"
16812,"['Horror', 'Documentary']"
16813,"['Thriller', 'Action']"
16814,['Drama']
16815,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']"
16816,['Documentary']
16817,"['Romance', 'Comedy']"
16818,"['Action', 'Comedy', 'Science Fiction']"
16819,"['Adventure', 'Comedy', 'Drama']"
16820,"['Action', 'Comedy', 'Documentary']"
16821,"['Horror', 'Thriller', 'Mystery']"
16822,['Documentary']
16823,"['Comedy', 'Drama', 'Romance']"
16824,"['Action', 'Adventure', 'Western']"
16825,"['Drama', 'Crime']"
16826,"['Drama', 'Crime']"
16827,"['Animation', 'Family']"
16828,"['Action', 'Crime']"
16829,"['Drama', 'Fantasy', 'Romance']"
16830,['Documentary']
16831,"['Action', 'Science Fiction', 'Adventure']"
16832,"['Drama', 'Comedy', 'Romance']"
16833,"['Action', 'Comedy']"
16834,['Romance']
16835,"['Crime', 'Thriller']"
16836,"['Adventure', 'Crime', 'Romance']"
16837,"['Romance', 'Drama']"
16838,['Comedy']
16839,"['War', 'Drama', 'Romance']"
16840,"['Documentary', 'Drama']"
16841,['Drama']
16842,"['Documentary', 'Music']"
16843,['Drama']
16844,"['Documentary', 'History']"
16845,"['Adventure', 'Comedy', 'Romance']"
16846,['Comedy']
16847,"['Drama', 'Foreign']"
16848,"['Comedy', 'Drama', 'Romance']"
16849,['Documentary']
16850,"['Drama', 'Thriller']"
16851,"['Drama', 'Romance', 'Comedy']"
16852,"['Thriller', 'Science Fiction', 'Mystery']"
16853,['Comedy']
16854,"['Drama', 'Comedy']"
16855,"['Documentary', 'Drama']"
16856,['Drama']
16857,"['Drama', 'Foreign']"
16858,"['War', 'Drama']"
16859,['Documentary']
16860,"['Romance', 'Drama']"
16861,['Documentary']
16862,['Drama']
16863,"['War', 'Drama']"
16864,"['Thriller', 'Action', 'Drama']"
16865,['Drama']
16866,['Documentary']
16867,"['Drama', 'Science Fiction']"
16868,"['Drama', 'Crime', 'Thriller', 'Adventure']"
16869,['Documentary']
16870,"['Family', 'Music']"
16871,['Drama']
16872,"['Drama', 'Foreign']"
16873,"['Crime', 'Documentary']"
16874,['Drama']
16875,"['Comedy', 'Drama']"
16876,"['Drama', 'Romance']"
16877,"['Romance', 'Drama']"
16878,['Comedy']
16879,['Comedy']
16880,"['Romance', 'Drama']"
16881,"['Documentary', 'Foreign']"
16882,['Documentary']
16883,"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
16884,"['Action', 'Fantasy', 'Science Fiction']"
16885,['Documentary']
16886,"['Action', 'Comedy', 'Drama']"
16887,"['Animation', 'Family']"
16888,['Drama']
16889,['Drama']
16890,['Drama']
16891,['Documentary']
16892,"['Comedy', 'Family']"
16893,['Comedy']
16894,"['Comedy', 'Romance']"
16895,['Drama']
16896,"['Drama', 'History', 'Romance']"
16897,"['Romance', 'Comedy']"
16898,"['Comedy', 'Romance']"
16899,['Comedy']
16900,"['Drama', 'War']"
16901,['Drama']
16902,"['Action', 'Science Fiction', 'Adventure']"
16903,"['Comedy', 'Romance', 'Drama']"
16904,"['Comedy', 'Music']"
16905,['Comedy']
16906,"['Crime', 'Action', 'Thriller']"
16907,"['Horror', 'Thriller']"
16908,"['Drama', 'Romance']"
16909,"['Comedy', 'Romance']"
16910,['Drama']
16911,"['Romance', 'Crime']"
16912,"['Action', 'Adventure']"
16913,"['Adventure', 'History']"
16914,"['Comedy', 'Family']"
16915,"['Drama', 'Romance']"
16916,"['Mystery', 'Thriller']"
16917,"['Comedy', 'Drama', 'Romance']"
16918,['Documentary']
16919,"['Music', 'Animation']"
16920,"['Romance', 'Music']"
16921,"['Horror', 'Thriller']"
16922,"['Crime', 'Drama', 'Foreign', 'History', 'Thriller']"
16923,['Drama']
16924,"['Action', 'Western']"
16925,['Drama']
16926,['Comedy']
16927,"['TV Movie', 'Documentary']"
16928,['Documentary']
16929,['Drama']
16930,['Mystery']
16931,"['Drama', 'TV Movie']"
16932,['Comedy']
16933,['Drama']
16934,"['Comedy', 'Drama']"
16935,['Drama']
16936,['Drama']
16937,['Documentary']
16938,"['Comedy', 'Drama', 'Fantasy']"
16939,"['Action', 'War', 'Romance', 'Drama', 'Comedy']"
16940,['Documentary']
16941,"['Drama', 'Comedy']"
16942,"['Romance', 'Comedy', 'Action']"
16943,['Drama']
16944,['Documentary']
16945,['Drama']
16946,"['Horror', 'Science Fiction']"
16947,"['Action', 'Crime', 'Drama', 'Thriller']"
16948,"['Romance', 'Drama', 'Comedy']"
16949,['Drama']
16950,"['Drama', 'Comedy', 'Romance']"
16951,['Drama']
16952,['Documentary']
16953,['Drama']
16954,['Drama']
16955,"['Animation', 'Drama', 'Comedy']"
16956,['Drama']
16957,"['Comedy', 'Drama']"
16958,['Drama']
16959,"['Comedy', 'Romance', 'Family']"
16960,"['Comedy', 'Crime']"
16961,"['Science Fiction', 'Thriller']"
16962,"['Comedy', 'Drama']"
16963,"['Animation', 'Family', 'Adventure', 'Comedy']"
16964,"['War', 'Drama']"
16965,"['Action', 'Drama', 'War']"
16966,"['Action', 'Comedy', 'Foreign']"
16967,['Drama']
16968,"['Crime', 'Mystery', 'Thriller']"
16969,"['Drama', 'Horror', 'Mystery', 'Thriller']"
16970,"['Drama', 'Thriller']"
16971,"['Drama', 'Romance']"
16972,['Comedy']
16973,"['Crime', 'Drama', 'Mystery', 'Thriller']"
16974,"['Adventure', 'Drama']"
16975,"['Horror', 'Thriller']"
16976,"['Comedy', 'Family']"
16977,['Documentary']
16978,['Documentary']
16979,"['Drama', 'War']"
16980,"['Drama', 'Romance']"
16981,"['Comedy', 'Music', 'Romance']"
16982,"['Action', 'Western']"
16983,"['Documentary', 'Family']"
16984,"['Mystery', 'Thriller']"
16985,"['Comedy', 'Romance']"
16986,['Crime']
16987,['Drama']
16988,"['Crime', 'Drama', 'Mystery', 'Thriller']"
16989,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']"
16990,"['TV Movie', 'Drama']"
16991,"['Crime', 'Thriller']"
16992,['Drama']
16993,['Drama']
16994,['Comedy']
16995,['Drama']
16996,['Drama']
16997,"['Drama', 'Foreign']"
16998,['Drama']
16999,"['Romance', 'Drama']"
17000,"['Action', 'Drama']"
17001,"['Drama', 'Music', 'TV Movie']"
17002,"['Documentary', 'Drama']"
17003,"['Action', 'Thriller']"
17004,['Documentary']
17005,['Drama']
17006,"['Drama', 'Action', 'Thriller', 'Crime', 'Foreign']"
17007,['Drama']
17008,['Documentary']
17009,"['Comedy', 'Crime', 'Thriller', 'Drama', 'Horror']"
17010,"['Drama', 'Thriller']"
17011,"['Drama', 'Foreign']"
17012,['Drama']
17013,"['Romance', 'Drama']"
17014,"['Comedy', 'Drama', 'Romance']"
17015,['Comedy']
17016,"['Music', 'Comedy', 'Drama', 'Romance']"
17017,"['Drama', 'Science Fiction', 'Foreign']"
17018,"['Comedy', 'Foreign']"
17019,"['Animation', 'Comedy', 'Family']"
17020,"['Action', 'Comedy', 'Foreign']"
17021,['Documentary']
17022,"['Comedy', 'Drama']"
17023,['Western']
17024,['Documentary']
17025,['Animation']
17026,"['Documentary', 'Music', 'Foreign']"
17027,"['Drama', 'Western']"
17028,"['Drama', 'Music']"
17029,"['Adventure', 'Comedy', 'Romance']"
17030,"['Drama', 'Romance']"
17031,"['Comedy', 'Drama', 'Family', 'TV Movie']"
17032,['Documentary']
17033,"['Comedy', 'Thriller', 'Crime']"
17034,"['Family', 'Fantasy', 'Adventure']"
17035,['Documentary']
17036,"['Drama', 'Action', 'Thriller', 'Crime']"
17037,"['Thriller', 'Crime', 'Mystery']"
17038,['Drama']
17039,"['Drama', 'Romance']"
17040,"['Drama', 'History']"
17041,"['Action', 'Adventure', 'Science Fiction']"
17042,['Thriller']
17043,"['TV Movie', 'Comedy', 'Drama', 'Thriller']"
17044,"['Comedy', 'Drama', 'Romance']"
17045,"['Romance', 'Comedy', 'Drama']"
17046,"['Action', 'Drama', 'Crime']"
17047,['Drama']
17048,"['Drama', 'War']"
17049,"['Comedy', 'Drama']"
17050,"['Adventure', 'Drama', 'Action', 'History', 'Romance']"
17051,"['Drama', 'Romance']"
17052,"['Romance', 'Comedy']"
17053,['Drama']
17054,"['Drama', 'Horror', 'Romance']"
17055,"['Romance', 'Drama']"
17056,"['Drama', 'War']"
17057,"['Drama', 'Romance', 'War']"
17058,['Crime']
17059,"['Action', 'Comedy', 'Thriller', 'Crime']"
17060,"['Romance', 'Comedy', 'Drama']"
17061,"['Horror', 'Mystery', 'Science Fiction']"
17062,['Documentary']
17063,"['Horror', 'Science Fiction', 'Foreign']"
17064,"['Animation', 'Family']"
17065,['Comedy']
17066,"['Drama', 'Horror']"
17067,"['Action', 'Comedy', 'Drama']"
17068,['Drama']
17069,"['Drama', 'Fantasy']"
17070,"['Drama', 'Romance', 'Foreign']"
17071,"['Drama', 'Horror']"
17072,"['Crime', 'Mystery', 'Thriller', 'Drama']"
17073,['Documentary']
17074,['Family']
17075,"['Thriller', 'Drama', 'Crime']"
17076,"['Crime', 'Drama']"
17077,['Drama']
17078,"['Drama', 'Fantasy']"
17079,['Drama']
17080,['Documentary']
17081,['Drama']
17082,"['Action', 'Drama', 'History', 'War']"
17083,"['Crime', 'Drama']"
17084,"['Comedy', 'Foreign']"
17085,['Drama']
17086,['Drama']
17087,"['Fantasy', 'Drama', 'Foreign']"
17088,"['Animation', 'Family']"
17089,"['Action', 'Drama', 'Science Fiction', 'TV Movie']"
17090,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']"
17091,['Drama']
17092,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']"
17093,"['Drama', 'Comedy', 'Thriller', 'Foreign']"
17094,"['Drama', 'Romance']"
17095,"['Drama', 'Western']"
17096,"['Western', 'Drama']"
17097,"['Action', 'Comedy', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']"
17098,['Drama']
17099,['Documentary']
17100,['Drama']
17101,"['Romance', 'Comedy']"
17102,['Drama']
17103,"['Drama', 'Romance', 'Foreign']"
17104,"['Drama', 'Music']"
17105,['Drama']
17106,['Drama']
17107,"['Thriller', 'Crime']"
17108,"['Western', 'Drama']"
17109,"['Comedy', 'Romance']"
17110,"['Drama', 'Foreign']"
17111,"['Drama', 'Crime']"
17112,"['Drama', 'Thriller', 'Mystery']"
17113,"['Horror', 'Thriller']"
17114,"['Drama', 'Romance', 'Foreign']"
17115,"['Family', 'Animation']"
17116,['Drama']
17117,['Drama']
17118,['Comedy']
17119,['Drama']
17120,"['Crime', 'Drama', 'Thriller']"
17121,['Drama']
17122,"['Comedy', 'Music', 'Romance']"
17123,"['Drama', 'Comedy', 'Romance']"
17124,"['Drama', 'Action', 'History', 'Thriller']"
17125,"['Comedy', 'Drama']"
17126,"['Drama', 'Romance']"
17127,"['Crime', 'Action', 'Thriller']"
17128,"['Comedy', 'Drama', 'Music']"
17129,"['Thriller', 'Drama', 'Horror', 'Mystery']"
17130,['Music']
17131,"['Music', 'Romance']"
17132,['Documentary']
17133,"['Mystery', 'Drama']"
17134,"['Comedy', 'Drama']"
17135,['Documentary']
17136,"['Comedy', 'Family']"
17137,"['Drama', 'Comedy']"
17138,['Drama']
17139,['Drama']
17140,['Drama']
17141,"['Mystery', 'Horror']"
17142,"['Comedy', 'Drama', 'Romance']"
17143,"['Drama', 'Thriller', 'Crime']"
17144,"['Romance', 'Drama']"
17145,['Drama']
17146,"['Comedy', 'Drama', 'Romance']"
17147,"['Adventure', 'Comedy', 'Drama']"
17148,"['Comedy', 'Romance']"
17149,"['Drama', 'Foreign']"
17150,['Documentary']
17151,"['Comedy', 'Documentary']"
17152,['Drama']
17153,"['Drama', 'Thriller']"
17154,"['Drama', 'Fantasy', 'Romance']"
17155,"['Drama', 'Crime']"
17156,['Drama']
17157,"['Drama', 'Thriller']"
17158,"['Drama', 'Horror']"
17159,"['Comedy', 'Romance']"
17160,"['Comedy', 'Drama']"
17161,['Documentary']
17162,"['Documentary', 'Horror']"
17163,"['Drama', 'Comedy']"
17164,['Drama']
17165,['Documentary']
17166,['Horror']
17167,"['Horror', 'Thriller']"
17168,['Drama']
17169,['Documentary']
17170,"['TV Movie', 'Comedy', 'Drama']"
17171,"['Action', 'Thriller', 'Science Fiction']"
17172,"['Drama', 'Thriller']"
17173,['Documentary']
17174,['Drama']
17175,"['Music', 'Documentary']"
17176,"['Comedy', 'Drama']"
17177,['Comedy']
17178,"['Drama', 'Thriller']"
17179,"['Drama', 'Adventure']"
17180,"['Thriller', 'Action', 'Drama', 'Science Fiction']"
17181,"['Comedy', 'Drama']"
17182,['Drama']
17183,"['Comedy', 'Crime', 'Romance']"
17184,"['Comedy', 'Crime', 'Drama', 'Romance']"
17185,"['Fantasy', 'Horror']"
17186,"['Animation', 'Family']"
17187,['Thriller']
17188,"['Drama', 'Action']"
17189,['Drama']
17190,['Comedy']
17191,"['Documentary', 'Foreign']"
17192,"['Crime', 'Thriller', 'Western']"
17193,['Drama']
17194,"['Action', 'Adventure', 'Comedy']"
17195,['Comedy']
17196,['Drama']
17197,"['Action', 'Thriller']"
17198,"['Drama', 'Music']"
17199,['Comedy']
17200,"['Comedy', 'Romance']"
17201,"['Documentary', 'Music', 'Family']"
17202,['Comedy']
17203,"['Drama', 'Thriller', 'Crime', 'Romance']"
17204,"['Comedy', 'Romance']"
17205,"['Comedy', 'Fantasy', 'Music', 'Science Fiction']"
17206,"['Family', 'Drama', 'Romance', 'Comedy']"
17207,"['Horror', 'Action', 'Science Fiction']"
17208,"['Action', 'Comedy']"
17209,['Romance']
17210,['Drama']
17211,"['Documentary', 'Foreign']"
17212,"['Drama', 'Comedy']"
17213,"['Comedy', 'Romance', 'Music']"
17214,"['Horror', 'Mystery']"
17215,"['Drama', 'Romance']"
17216,"['Crime', 'Drama', 'History']"
17217,['Comedy']
17218,['Drama']
17219,"['War', 'Drama', 'History']"
17220,['Science Fiction']
17221,"['Drama', 'Thriller', 'Crime', 'Mystery']"
17222,"['Mystery', 'Thriller', 'Crime', 'Drama']"
17223,['Drama']
17224,"['Comedy', 'Drama', 'Romance']"
17225,"['Science Fiction', 'Romance']"
17226,['Drama']
17227,"['Comedy', 'Drama']"
17228,['Drama']
17229,"['Drama', 'Romance']"
17230,"['Thriller', 'Drama', 'Romance']"
17231,"['Family', 'Comedy', 'Action']"
17232,['Comedy']
17233,"['Comedy', 'Drama']"
17234,"['Drama', 'Comedy']"
17235,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Science Fiction']"
17236,"['Drama', 'Romance', 'History']"
17237,['Drama']
17238,"['Foreign', 'Horror']"
17239,"['Fantasy', 'Horror', 'Thriller']"
17240,"['Horror', 'Comedy']"
17241,"['Drama', 'Science Fiction']"
17242,"['Fantasy', 'Drama']"
17243,"['Comedy', 'Drama']"
17244,['Comedy']
17245,['Drama']
17246,['Documentary']
17247,"['Drama', 'Foreign']"
17248,"['Documentary', 'Music']"
17249,"['Drama', 'Horror', 'Mystery', 'Thriller']"
17250,['Documentary']
17251,"['Drama', 'Horror', 'Action', 'Thriller', 'Science Fiction']"
17252,"['Comedy', 'Documentary']"
17253,['Documentary']
17254,"['Drama', 'Thriller']"
17255,"['Action', 'Thriller', 'Crime', 'Drama']"
17256,['Documentary']
17257,"['Drama', 'Romance']"
17258,['Documentary']
17259,['Documentary']
17260,"['Science Fiction', 'Thriller']"
17261,['Horror']
17262,"['Comedy', 'Music']"
17263,"['Action', 'Western']"
17264,"['Drama', 'Thriller', 'Crime']"
17265,"['Drama', 'Horror', 'Mystery', 'Thriller']"
17266,['Horror']
17267,['Drama']
17268,['Comedy']
17269,"['Drama', 'Romance', 'Science Fiction']"
17270,"['Horror', 'Mystery', 'Thriller']"
17271,"['Drama', 'Action', 'Romance']"
17272,['Documentary']
17273,"['Thriller', 'Drama']"
17274,"['Comedy', 'Drama']"
17275,"['Adventure', 'Fantasy', 'Action']"
17276,"['Fantasy', 'Mystery', 'Thriller', 'Romance']"
17277,['Comedy']
17278,['Documentary']
17279,['Comedy']
17280,"['Horror', 'Thriller']"
17281,['Documentary']
17282,['Documentary']
17283,"['Drama', 'Romance']"
17284,['Science Fiction']
17285,"['Action', 'Comedy']"
17286,"['Drama', 'Horror', 'Thriller', 'Science Fiction']"
17287,"['Comedy', 'Drama']"
17288,"['Drama', 'History']"
17289,"['Crime', 'Drama']"
17290,['Documentary']
17291,"['Drama', 'Thriller']"
17292,"['Drama', 'Thriller', 'Action']"
17293,"['Horror', 'Thriller']"
17294,['Horror']
17295,"['Horror', 'Science Fiction']"
17296,"['Drama', 'Foreign']"
17297,"['Romance', 'Drama']"
17298,"['Drama', 'Foreign', 'Horror']"
17299,"['Drama', 'Comedy', 'Foreign']"
17300,"['Mystery', 'Thriller', 'Drama']"
17301,['Comedy']
17302,"['Action', 'Drama', 'Foreign', 'TV Movie']"
17303,"['Western', 'Drama']"
17304,['Documentary']
17305,"['Comedy', 'Drama']"
17306,['Drama']
17307,['Drama']
17308,['Drama']
17309,"['Crime', 'Thriller']"
17310,['Documentary']
17311,"['War', 'Adventure', 'Action', 'Drama']"
17312,"['Horror', 'Action', 'Thriller']"
17313,"['Comedy', 'Drama', 'Romance']"
17314,['Drama']
17315,"['Drama', 'War']"
17316,"['Drama', 'Thriller']"
17317,['Comedy']
17318,"['Drama', 'Romance']"
17319,"['Drama', 'Thriller']"
17320,['Drama']
17321,"['Thriller', 'Action']"
17322,"['Comedy', 'Romance']"
17323,['Drama']
17324,"['Thriller', 'Mystery']"
17325,['Drama']
17326,"['Documentary', 'Music']"
17327,"['Romance', 'Comedy']"
17328,"['Romance', 'Comedy']"
17329,"['War', 'Drama']"
17330,"['Comedy', 'Music', 'Romance']"
17331,"['Drama', 'Comedy']"
17332,"['Comedy', 'Romance']"
17333,"['Comedy', 'Drama']"
17334,"['War', 'Drama']"
17335,"['Horror', 'Thriller']"
17336,"['Comedy', 'Romance']"
17337,"['Drama', 'Thriller', 'Science Fiction']"
17338,"['Drama', 'Comedy']"
17339,"['Romance', 'Adventure']"
17340,"['Action', 'Crime', 'Thriller']"
17341,"['Drama', 'Romance']"
17342,"['Drama', 'Romance']"
17343,"['Horror', 'Science Fiction']"
17344,"['Drama', 'Thriller']"
17345,['Drama']
17346,['Documentary']
17347,"['Horror', 'Thriller', 'Mystery']"
17348,"['Drama', 'Romance']"
17349,"['Drama', 'Romance']"
17350,['Documentary']
17351,"['Comedy', 'Music']"
17352,"['Thriller', 'Drama']"
17353,"['Drama', 'Comedy']"
17354,"['Action', 'Thriller', 'Romance']"
17355,['Drama']
17356,"['Action', 'Foreign']"
17357,"['Drama', 'Comedy', 'Romance']"
17358,"['Drama', 'Romance']"
17359,['Drama']
17360,"['Drama', 'Thriller', 'Crime']"
17361,"['Fantasy', 'Comedy', 'Thriller', 'Mystery', 'Foreign']"
17362,"['Animation', 'Comedy', 'Family', 'TV Movie']"
17363,['Thriller']
17364,"['Documentary', 'Music']"
17365,"['Drama', 'Romance']"
17366,"['Foreign', 'Horror', 'Mystery', 'Thriller']"
17367,"['Documentary', 'Music']"
17368,"['Comedy', 'Drama']"
17369,['Thriller']
17370,"['Drama', 'Comedy', 'Foreign']"
17371,['Drama']
17372,['Comedy']
17373,['Drama']
17374,"['Comedy', 'Drama', 'Romance']"
17375,['Drama']
17376,"['Action', 'Thriller', 'Crime']"
17377,"['Comedy', 'Drama']"
17378,['Drama']
17379,['Drama']
17380,"['Romance', 'Adventure', 'Action', 'History']"
17381,"['Adventure', 'Drama']"
17382,['Comedy']
17383,['Documentary']
17384,['Documentary']
17385,['Drama']
17386,"['Drama', 'Romance']"
17387,['Horror']
17388,['Drama']
17389,"['Drama', 'Romance']"
17390,"['Adventure', 'Action', 'Thriller']"
17391,['Drama']
17392,['Drama']
17393,"['Drama', 'Crime', 'Foreign']"
17394,"['Drama', 'Romance']"
17395,"['Action', 'Thriller']"
17396,"['Crime', 'Horror', 'Mystery']"
17397,"['Thriller', 'Horror']"
17398,"['Drama', 'War']"
17399,['War']
17400,"['Drama', 'History']"
17401,"['Action', 'Adventure', 'Mystery']"
17402,"['Science Fiction', 'Action', 'Adventure']"
17403,"['Crime', 'Drama']"
17404,"['Drama', 'Thriller', 'Mystery']"
17405,['Drama']
17406,"['Drama', 'Thriller']"
17407,"['Drama', 'Romance']"
17408,"['Drama', 'Mystery']"
17409,['Mystery']
17410,"['Drama', 'Comedy']"
17411,"['Action', 'Drama']"
17412,['Drama']
17413,"['Fantasy', 'Drama', 'Horror', 'Action', 'Thriller', 'Mystery']"
17414,"['Action', 'Drama']"
17415,['Drama']
17416,['Comedy']
17417,['Music']
17418,['Drama']
17419,['Drama']
17420,"['Crime', 'Drama']"
17421,"['Crime', 'Drama']"
17422,['Romance']
17423,"['Horror', 'Thriller', 'Crime']"
17424,"['Action', 'Adventure', 'Thriller']"
17425,"['Comedy', 'Crime', 'Drama', 'Music']"
17426,"['Documentary', 'Drama']"
17427,"['Comedy', 'Crime', 'Drama']"
17428,['Documentary']
17429,"['Action', 'Drama', 'Romance']"
17430,"['Comedy', 'Drama']"
17431,['Drama']
17432,"['Action', 'Science Fiction']"
17433,"['Drama', 'Romance']"
17434,"['Drama', 'Science Fiction', 'Action', 'Family', 'Fantasy']"
17435,"['Comedy', 'Action', 'Thriller']"
17436,['Drama']
17437,"['Comedy', 'Drama', 'Science Fiction']"
17438,"['Drama', 'Crime']"
17439,"['Drama', 'Comedy', 'Romance']"
17440,"['Comedy', 'Drama']"
17441,['Comedy']
17442,"['Western', 'Drama']"
17443,"['Drama', 'Comedy']"
17444,"['Documentary', 'Action', 'Comedy', 'Drama']"
17445,"['Comedy', 'War']"
17446,['Horror']
17447,"['Romance', 'Comedy']"
17448,"['Romance', 'Drama']"
17449,"['Horror', 'Science Fiction']"
17450,"['Drama', 'Crime']"
17451,['Drama']
17452,['Drama']
17453,"['Action', 'Comedy', 'Science Fiction', 'War', 'Foreign']"
17454,"['Animation', 'Family']"
17455,['Drama']
17456,"['Action', 'Comedy', 'Drama', 'Romance', 'Science Fiction']"
17457,['Documentary']
17458,['Drama']
17459,['Documentary']
17460,['Drama']
17461,"['Horror', 'Mystery', 'Thriller']"
17462,"['Action', 'Thriller', 'Science Fiction', 'Mystery']"
17463,"['Thriller', 'Science Fiction']"
17464,"['Action', 'Thriller']"
17465,"['Drama', 'Family']"
17466,"['Horror', 'Thriller']"
17467,"['Drama', 'Action', 'Thriller', 'Crime', 'Foreign']"
17468,"['Romance', 'Drama']"
17469,"['Drama', 'Comedy', 'Romance', 'Foreign']"
17470,['Drama']
17471,"['Drama', 'Foreign']"
17472,"['Horror', 'Thriller', 'Mystery']"
17473,['Horror']
17474,"['Thriller', 'Drama']"
17475,"['Crime', 'Drama']"
17476,"['Romance', 'Comedy', 'Drama']"
17477,"['Mystery', 'Drama', 'Comedy', 'Crime']"
17478,"['Mystery', 'Thriller']"
17479,"['Thriller', 'Fantasy', 'Science Fiction', 'Horror', 'Drama']"
17480,['Drama']
17481,['Drama']
17482,['Drama']
17483,['Documentary']
17484,"['Documentary', 'Foreign']"
17485,"['Comedy', 'Music']"
17486,['Drama']
17487,"['Comedy', 'Romance']"
17488,"['Romance', 'Comedy']"
17489,['Drama']
17490,['Comedy']
17491,['Thriller']
17492,"['Drama', 'Horror', 'Thriller']"
17493,"['Horror', 'Thriller', 'Mystery']"
17494,"['Music', 'Romance']"
17495,['Drama']
17496,"['Drama', 'Music', 'Romance']"
17497,['Adventure']
17498,['Comedy']
17499,['Drama']
17500,['Comedy']
17501,"['Action', 'Crime', 'Drama', 'Thriller']"
17502,['Documentary']
17503,"['Documentary', 'History']"
17504,"['Documentary', 'Drama', 'Comedy']"
17505,"['Drama', 'Comedy']"
17506,['Documentary']
17507,['Documentary']
17508,"['Horror', 'Drama']"
17509,"['Action', 'Drama']"
17510,['Documentary']
17511,"['Comedy', 'Drama']"
17512,"['Action', 'Science Fiction', 'Drama']"
17513,['Horror']
17514,['Drama']
17515,['Drama']
17516,"['Drama', 'War']"
17517,['Drama']
17518,"['Animation', 'Family']"
17519,['Documentary']
17520,"['Horror', 'Science Fiction', 'Thriller']"
17521,"['Drama', 'Mystery', 'Thriller']"
17522,"['Drama', 'Romance', 'Foreign']"
17523,['Drama']
17524,"['Drama', 'Comedy']"
17525,['Documentary']
17526,['Documentary']
17527,['Drama']
17528,['Drama']
17529,"['Comedy', 'Drama']"
17530,"['Drama', 'History']"
17531,"['Crime', 'Drama']"
17532,['Comedy']
17533,"['Drama', 'Action']"
17534,['Documentary']
17535,"['Drama', 'Music', 'Romance']"
17536,"['Horror', 'Science Fiction', 'Mystery', 'Thriller']"
17537,"['Documentary', 'Music']"
17538,['Drama']
17539,['Documentary']
17540,"['Drama', 'Romance']"
17541,['Comedy']
17542,"['Science Fiction', 'Drama']"
17543,"['Drama', 'Thriller']"
17544,"['Drama', 'Thriller']"
17545,"['Drama', 'Thriller']"
17546,['Documentary']
17547,['Comedy']
17548,"['Thriller', 'Mystery']"
17549,"['Action', 'Adventure', 'Thriller']"
17550,['Western']
17551,"['Adventure', 'Action', 'Thriller']"
17552,"['Action', 'Thriller', 'Science Fiction']"
17553,['Drama']
17554,['Comedy']
17555,"['Drama', 'Thriller', 'Crime']"
17556,"['Comedy', 'Crime', 'Thriller']"
17557,"['Comedy', 'Drama', 'Family']"
17558,['Drama']
17559,"['Comedy', 'Drama']"
17560,"['Drama', 'Action', 'Crime']"
17561,"['Thriller', 'Drama']"
17562,"['Mystery', 'Horror']"
17563,"['Romance', 'Drama', 'Comedy']"
17564,"['Action', 'Horror', 'Science Fiction']"
17565,['Documentary']
17566,"['Documentary', 'History']"
17567,"['Western', 'Music']"
17568,['Horror']
17569,"['Drama', 'Mystery']"
17570,['Drama']
17571,"['Comedy', 'Drama', 'Romance']"
17572,"['Comedy', 'Romance']"
17573,"['Comedy', 'Romance']"
17574,"['Action', 'Science Fiction']"
17575,"['Adventure', 'Science Fiction', 'Action']"
17576,['Documentary']
17577,['Comedy']
17578,"['Crime', 'Adventure', 'Action', 'Comedy', 'Thriller']"
17579,"['Thriller', 'Action', 'Mystery']"
17580,"['Drama', 'Action', 'Foreign']"
17581,['Drama']
17582,['Drama']
17583,"['History', 'Drama']"
17584,"['Horror', 'Foreign']"
17585,"['Drama', 'Foreign']"
17586,['Documentary']
17587,"['Action', 'Western']"
17588,['Drama']
17589,['Drama']
17590,['Documentary']
17591,['Documentary']
17592,"['Drama', 'Comedy', 'Romance']"
17593,"['War', 'Drama']"
17594,"['Horror', 'Science Fiction', 'Thriller']"
17595,['Documentary']
17596,"['Action', 'Adventure', 'Drama', 'Foreign']"
17597,"['Drama', 'Action', 'Comedy', 'Thriller', 'Foreign']"
17598,"['Comedy', 'Romance']"
17599,"['Drama', 'Thriller', 'Mystery']"
17600,['Documentary']
17601,['Documentary']
17602,"['Horror', 'Science Fiction']"
17603,"['Science Fiction', 'Action', 'Adventure', 'Comedy']"
17604,"['Thriller', 'Crime']"
17605,"['Action', 'Adventure', 'Animation', 'Crime', 'Science Fiction']"
17606,['Documentary']
17607,"['Comedy', 'Drama']"
17608,"['Adventure', 'Drama', 'Action']"
17609,"['Action', 'Thriller', 'Crime']"
17610,['Documentary']
17611,"['Comedy', 'Romance']"
17612,"['Drama', 'Romance']"
17613,"['Drama', 'History', 'Thriller']"
17614,"['Comedy', 'Crime', 'Drama']"
17615,"['Horror', 'Thriller']"
17616,"['Action', 'Thriller']"
17617,"['Drama', 'Comedy']"
17618,"['Comedy', 'Drama', 'Romance']"
17619,['Drama']
